brand,name,description,category,product_type,cleaned_desc
glossier,Wowder,"It’s not powder, it’s Wowder—for non-dewy days. Wowder will: cut shine, blur the appearance of pores, set makeup, look like skin. Wowder won’t: leave a chalky film, cake into fine lines, flatten skin’s texture, or announce its presence in photographs (no camera flashback). In three sheer, glowy, adaptable shades...because no skin tone is HD-white. Pair with the angelically soft Wowder Brush for all-over and targeted application—perfect size, perfect shape, perfect density for the optimal matte-not-flat finish.",powder,foundation,powder wowder non dewy day wowder cut shine blur appearance pore set makeup look like skin wowder leave chalky film cake fine line flatten skin texture announce presence photograph camera flashback three sheer glowy adaptable shade skin tone hd white pair angelically soft wowder brush targeted application perfect size perfect shape perfect density optimal matte flat finish
glossier,Haloscope,"Skincare + makeup = Haloscope, the galaxy’s first dew effect highlighter. It’s a dual-delivery formula: the outer halo is infused with genuine crystal extracts for all-day enlightenment, with a solid oil core of vitamin-rich moisturizers for a hydrated, dewy finish. Expect an otherworldly sheen that’s never dry, never glittery. Comes in…",highlighter,foundation,skincare makeup haloscope galaxy first dew effect highlighter dual delivery formula outer halo infused genuine crystal extract day enlightenment solid oil core vitamin rich moisturizers hydrated dewy finish expect otherworldly sheen never dry never glittery come
glossier,Perfecting Skin Tint,"In the land between bare skin and makeup makeup exists the imperceptible wash of color that is our Perfecting Skin Tint. What does it do? Evens out discoloration and leaves your face looking toned, smooth, and dewy. The breathable, ultra thin formula auto-fits to skin, making application as simple as throwing on moisturizer. What won’t it do? Hide your freckles, spackle your pores, or erase any other evidence that you are, in fact, a real human being.",,foundation,land bare skin makeup makeup exists imperceptible wash color perfecting skin tint even discoloration leaf face looking toned smooth dewy breathable ultra thin formula auto fit skin making application simple throwing moisturizer hide freckle spackle pore erase evidence fact real human
glossier,Generation G,"Generation G is a new kind of lip color that gives the look and finish of just-blotted lipstick, without the blot. We’ve created a short list of the six most important shades, with dialed-down pigment loads for a casual look: Zip, Leo, Crush, and Jam, along with the super subtle Cake and Like, which give some oomph to lighter lip tones. They’re lipsticks that adapt to you, not the other way around, so they'll appear a bit different on everyone as your natural lip color shows through. The effect? Diffused, matte goodness—just swipe it on.",,lipstick,generation new kind lip color give look finish blotted lipstick without blot created short list six important shade dialed pigment load casual look zip leo crush jam along super subtle cake like give oomph lighter lip tone lipstick adapt way around appear bit different everyone natural lip color show effect diffused matte goodness swipe
nyx,Fly With Me Mascara,Your lashes will reach new heights with our Fly With Me Mascara. Lashes appear more dramatic making average lashes look super-long and ultra dark. Pros adore the intense yet lightweight coverage and how the unique volumizing wand boosts even the wimpiest of the eyelashes.,,mascara,lash reach new height fly mascara lash appear dramatic making average lash look super long ultra dark pro adore intense yet lightweight coverage unique volumizing wand boost even wimpiest eyelash
nyx,Propel My Eyes Mascara,Get ready for aerodynamic lashes! The brush boasts a four-way pinwheel design that lifts lashes up and coats them in a conditioning formula enriched with Pro Vitamin B5 D-Panthenol and Green Tea Extract. Take it for a spin and enjoy!,,mascara,get ready aerodynamic lash brush boast four way pinwheel design lift lash coat conditioning formula enriched pro vitamin panthenol green tea extract take spin enjoy
nyx,Proof It! Waterproof Mascara Top Coat,With just two swipes our lash top coat transforms your favorite mascara from being conventional to waterproof! Our formula helps prevent clumping and leaves lashes looking gorgeous.,,mascara,two swipe lash top coat transforms favorite mascara conventional waterproof formula help prevent clumping leaf lash looking gorgeous
nyx,Big & Loud Lash Primer,Give your lashes a boost with our Big & Loud Lash Primer. It works hand in hand with your favorite NYX Professional Makeup mascara to enhance the length and volume of lashes.,,mascara,give lash boost big loud lash primer work hand hand favorite nyx professional makeup mascara enhance length volume lash
nyx,Double Stacked Mascara,,,mascara, 
nyx,Doll Eye Mascara,"Hello, dollface! For irresistibly fluttery eyelashes, try this mascara on for size. Doll Eye Mascara uses a unique blend of natural oil and nylon fibers to extend lashes to almost faux proportions. Choose from our Doll Eye Mascara in Long Lash, Volume or Waterproof.",,mascara,hello dollface irresistibly fluttery eyelash try mascara size doll eye mascara us unique blend natural oil nylon fiber extend lash almost faux proportion choose doll eye mascara long lash volume waterproof
nyx,The Skinny Mascara,"Our ultra-skinny mascara brush is perfect for coating hard to reach lashes from root to tipâ€”even along the bottom lash line! Finally the smallest, thinnest lashes can get extra spe  al attention too. The water resistant formula and micro brush work together to create the appearance of long beautifully defined lashes.",,mascara,ultra skinny mascara brush perfect coating hard reach lash root tip even along bottom lash line finally smallest thinnest lash get extra spe  al attention water resistant formula micro brush work together create appearance long beautifully defined lash
nyx,Worth the Hype Volumizing & Lengthening Mascara,"Take our word for it: if you want your lashes to look darker, fuller and lethally gorgeous all day long, then our new Worth the Hype Volumizing & Lengthening Mascara is your jam. A breeze to apply and comfortable to wear, this buildable formula actually does what it promises, making it “worth the hype” in every which way. It also features a brush that tapers at the tip, so you can brush, build, and lengthen even the littlest baby lashes at the inner corners of your eyes.",,mascara,take word want lash look darker fuller lethally gorgeous day long new worth hype volumizing lengthening mascara jam breeze apply comfortable wear buildable formula actually promise making worth hype every way also feature brush taper tip brush build lengthen even littlest baby lash inner corner eye
nyx,Boudoir Mascara Collection,"Every powder room should have our luxurious Boudoir Mascara Collection available in 7 elite formulas. Whether you want to darken, amp up the volume, or lengthen your lashes - we have a mascara that meets all your needs.",,mascara,every powder room luxurious boudoir mascara collection available elite formula whether want darken amp volume lengthen lash mascara meet need
nyx,Color Mascara,"Think beyond the ordinary with these fun and vibrant new mascara options from NYX Professional Makeup. Packed full of pigments and delivering on the promise of intense color payoff, everyone will notice your fabulous eye lash color. Go for it - we dare you to try all eight shades!",,mascara,think beyond ordinary fun vibrant new mascara option nyx professional makeup packed full pigment delivering promise intense color payoff everyone notice fabulous eye lash color go dare try eight shade
